try_idx,iter_idx,jsat,grad_sq,epsilon,alpha,err,unsat_clauses
0,0,501.945,14107.8,0.001,0.0355793,160.16,48
0,1,195.611,4128.88,0.001,0.0473763,32.16,16
0,2,58.6227,2173.21,0.001,0.0269751,16.16,12
0,3,26.1176,808.146,0.001,0.0323179,8.16,10
0,4,11.4408,164.929,0.001,0.0693678,8.16,10
0,5,7.58933,261.506,0.001,0.0290215,8.16,10
0,6,6.83377,206.531,0.001,0.0330882,8.16,10
0,7,5.88527,143.665,0.001,0.0409651,4.2,11
0,8,7.44958,187.043,0.001,0.039828,4.2,11
0,9,5.24717,143.749,0.001,0.0365021,4.2,11
0,10,6.77481,171.811,0.001,0.0394316,4.2,11
0,11,4.67474,143.814,0.001,0.0325052,4.2,11
0,12,6.19818,154.455,0.001,0.040129,4.2,11
0,13,4.16368,143.819,0.001,0.0289506,4.2,11
0,14,5.71442,136.477,0.001,0.0418707,4.2,11
0,15,3.71053,143.76,0.001,0.0258105,4.2,11
0,16,5.3128,118.999,0.001,0.0446453,4.2,11
0,17,3.51893,143.711,0.001,0.0244861,4.2,11
0,18,5.15018,111.284,0.001,0.046279,4.2,11
0,19,3.51729,143.711,0.001,0.0244747,4.2,11
0,20,5.14693,111.217,0.001,0.0462777,4.2,11
0,21,3.5154,143.71,0.001,0.0244615,4.2,11
0,22,5.14347,111.14,0.001,0.0462788,4.2,11
0,23,3.51352,143.71,0.001,0.0244484,4.2,11
0,24,5.14003,111.063,0.001,0.04628,4.2,11
0,25,3.51164,143.71,0.001,0.0244354,4.2,11
0,26,5.13659,110.986,0.001,0.0462812,4.2,11
0,27,3.50977,143.71,0.001,0.0244224,4.2,11
0,28,5.13317,110.909,0.001,0.0462824,4.2,11
0,29,3.5079,143.71,0.001,0.0244094,4.2,11
0,30,5.12976,110.832,0.001,0.0462836,4.2,11
0,31,3.50604,143.71,0.001,0.0243965,4.2,11
0,32,5.12637,110.756,0.001,0.0462848,4.2,11
0,33,3.50419,143.71,0.001,0.0243836,4.2,11
0,34,5.12298,110.68,0.001,0.046286,4.2,11
0,35,3.50234,143.71,0.001,0.0243708,4.2,11
