try_idx,iter_idx,jsat,grad_sq,epsilon,alpha,err,unsat_clauses
0,0,181.044,6827.18,0.001,0.0265182,88.6154,38
0,1,73.405,1550.83,0.001,0.0473326,48.5385,26
0,2,35.0828,6931.2,0.001,0.00506157,48.5385,26
0,3,29.4651,796.504,0.001,0.036993,16.5385,18
0,4,16.8765,809.444,0.001,0.0208495,8.53846,16
0,5,16.8174,378.186,0.001,0.0444686,8.53846,16
0,6,9.68905,659.01,0.001,0.0147024,8.53846,16
0,7,8.31779,378.041,0.001,0.0220023,8.53846,16
0,8,9.49454,661.969,0.001,0.0143429,8.53846,16
0,9,7.17755,371.046,0.001,0.019344,8.53846,16
0,10,8.70008,622.638,0.001,0.0139729,8.53846,16
0,11,6.32441,389.698,0.001,0.0162289,8.53846,16
0,12,8.56459,287.718,0.001,0.0297672,8.53846,16
0,13,6.94494,832.106,0.001,0.00834621,8.53846,16
0,14,7.7612,248.998,0.001,0.0311696,8.53846,16
0,15,6.56644,807.515,0.001,0.00813166,8.53846,16
0,16,7.5026,276.384,0.001,0.0271455,8.53846,16
0,17,7.69074,822.924,0.001,0.00934561,8.53846,16
0,18,7.51568,295.955,0.001,0.0253946,8.53846,16
0,19,7.47647,807.188,0.001,0.00926235,8.53846,16
0,20,7.33469,326.551,0.001,0.022461,8.53846,16
0,21,7.82819,808.902,0.001,0.00967754,8.53846,16
0,22,7.56993,386.808,0.001,0.0195702,8.53846,16
0,23,7.02089,538.146,0.001,0.0130464,8.53846,16
0,24,7.72677,403.401,0.001,0.019154,8.53846,16
0,25,7.0099,542.727,0.001,0.0129161,8.53846,16
0,26,7.33265,403.464,0.001,0.0181742,8.53846,16
0,27,7.18128,276.057,0.001,0.0260137,8.53846,16
0,28,10.0511,542.715,0.001,0.01852,8.53846,16
0,29,6.77426,205.374,0.001,0.0329848,8.53846,16
0,30,11.5448,604.769,0.001,0.0190896,8.53846,16
0,31,6.6187,486.375,0.001,0.0136082,8.53846,16
0,32,7.41366,274.93,0.001,0.0269655,8.53846,16
0,33,8.09413,815.77,0.001,0.00992206,8.53846,16
0,34,7.55948,414.079,0.001,0.0182561,8.53846,16
0,35,7.22001,557.547,0.001,0.0129496,8.53846,16
0,36,7.48789,394.158,0.001,0.0189971,8.53846,16
0,37,7.0472,556.638,0.001,0.0126603,4.61538,17
0,38,7.21219,389.962,0.001,0.0184946,4.61538,17
0,39,7.05242,286.465,0.001,0.0246187,4.61538,17
0,40,9.69533,519.288,0.001,0.0186704,4.61538,17
0,41,6.62177,240.04,0.001,0.027586,4.61538,17
0,42,10.3495,546.271,0.001,0.0189457,4.61538,17
0,43,6.50555,507.368,0.001,0.0128221,4.61538,17
0,44,7.47716,389.002,0.001,0.0192214,4.61538,17
0,45,6.70668,292.42,0.001,0.022935,4.61538,17
0,46,9.32999,493.608,0.001,0.0189016,4.61538,17
0,47,6.55777,696.021,0.001,0.00942179,4.61538,17
0,48,6.50701,308.341,0.001,0.0211032,4.53846,15
0,49,6.66936,391.33,0.001,0.0170428,4.53846,15
1,0,101.509,4902.78,0.001,0.0207044,4.76923,21
1,1,43.1274,1413.01,0.001,0.0305217,4.76923,21
1,2,12.8671,1022.76,0.001,0.0125808,4.76923,21
1,3,8.05704,352.132,0.001,0.0228807,4.76923,21
1,4,8.85656,424.311,0.001,0.0208728,4.76923,21
1,5,8.1134,353.526,0.001,0.0229498,4.76923,21
1,6,9.27294,428.217,0.001,0.0216547,4.76923,21
1,7,7.36905,348.991,0.001,0.0211153,4.76923,21
1,8,8.99991,515.751,0.001,0.0174501,4.76923,21
1,9,6.89098,327.938,0.001,0.021013,4.69231,19
1,10,8.62742,415.516,0.001,0.0207631,4.69231,19
1,11,6.93259,341.707,0.001,0.0202881,4.69231,19
1,12,8.39262,835.687,0.001,0.0100428,4.69231,19
1,13,6.70852,279.443,0.001,0.0240067,4.69231,19
1,14,6.48902,396.851,0.001,0.0163512,4.69231,19
1,15,8.19573,388.45,0.001,0.0210985,4.69231,19
1,16,6.14609,299.26,0.001,0.0205375,4.69231,19
1,17,9.09074,456.487,0.001,0.0199145,4.69231,19
1,18,6.06469,722.001,0.001,0.00839984,4.69231,19
1,19,6.61732,276.504,0.001,0.023932,4.69231,19
1,20,6.07521,400.168,0.001,0.0151816,4.69231,19
1,21,7.93536,364.462,0.001,0.0217727,4.69231,19
1,22,5.91733,560.771,0.001,0.0105521,4.69231,19
1,23,7.10786,329.746,0.001,0.0215555,4.69231,19
1,24,6.03115,400.338,0.001,0.0150651,4.61538,17
1,25,7.90558,362.101,0.001,0.0218325,4.61538,17
1,26,5.81519,304.441,0.001,0.0191011,4.61538,17
1,27,8.68144,431.689,0.001,0.0201103,4.61538,17
1,28,5.69919,721.61,0.001,0.00789787,4.61538,17
1,29,6.53381,262.832,0.001,0.0248591,4.61538,17
