try_idx,iter_idx,jsat,grad_sq,epsilon,alpha,err,unsat_clauses
0,0,100.48,3090.92,0.001,0.032508,36.1667,11
0,1,44.3821,1070.14,0.001,0.0414733,20.1667,7
0,2,16.2825,370.01,0.001,0.0440054,8.16667,4
0,3,7.11772,674.591,0.001,0.0105512,8.16667,4
0,4,4.40093,159.267,0.001,0.0276323,8.16667,4
0,5,2.84132,129.331,0.001,0.0219691,16.1667,6
0,6,2.99863,75.0097,0.001,0.0399761,16.1667,6
0,7,2.20187,365.184,0.001,0.00602946,16.1667,6
0,8,2.68794,106.217,0.001,0.025306,16.1667,6
0,9,2.09484,80.1514,0.001,0.0261357,12.1667,5
0,10,3.4614,546.09,0.001,0.0063385,8.16667,4
0,11,3.5249,109.22,0.001,0.0322732,8.16667,4
0,12,1.81185,4.44662,0.001,0.407376,8.16667,4
0,13,12.0914,1059.37,0.001,0.0114138,8.16667,4
0,14,4.52968,129.74,0.001,0.0349133,8.16667,4
0,15,3.46552,109.337,0.001,0.0316954,8.16667,4
0,16,2.47786,289.099,0.001,0.00857095,8.16667,4
0,17,2.75492,57.1768,0.001,0.0481816,8.16667,4
0,18,2.24413,317.045,0.001,0.00707826,8.16667,4
0,19,2.54977,56.3441,0.001,0.0452527,8.16667,4
0,20,2.37139,521.002,0.001,0.0045516,8.16667,4
0,21,2.25141,55.5672,0.001,0.0405161,8.16667,4
0,22,2.42413,106.406,0.001,0.0227817,12.1667,5
0,23,3.05488,57.6047,0.001,0.0530308,12.1667,5
0,24,2.1625,252.893,0.001,0.00855102,8.16667,4
0,25,2.34044,82.8808,0.001,0.0282382,8.16667,4
0,26,1.95429,3.35893,0.001,0.581647,8.16667,4
0,27,11.6061,1060.57,0.001,0.0109432,8.16667,4
0,28,4.81377,109.937,0.001,0.0437861,12.1667,5
0,29,2.71618,58.7541,0.001,0.0462289,12.1667,5
0,30,2.53688,220.663,0.001,0.0114966,12.1667,5
0,31,2.88513,107.521,0.001,0.026833,12.1667,5
0,32,2.12476,289.442,0.001,0.00734083,12.1667,5
0,33,2.44981,56.9283,0.001,0.0430325,12.1667,5
0,34,2.58383,437.772,0.001,0.00590221,12.1667,5
0,35,2.2992,104.642,0.001,0.0219719,12.1667,5
0,36,2.12604,289.589,0.001,0.00734153,12.1667,5
0,37,2.44567,134.975,0.001,0.0181193,8.16667,4
0,38,2.8863,133.627,0.001,0.0215995,12.1667,5
0,39,2.92928,57.6702,0.001,0.0507928,12.1667,5
0,40,1.96998,32.3863,0.001,0.0608259,16.1667,6
0,41,3.03213,492.126,0.001,0.00616128,16.1667,6
0,42,2.50357,55.2822,0.001,0.0452863,16.1667,6
0,43,2.32834,490.415,0.001,0.00474768,16.1667,6
0,44,2.31506,55.0648,0.001,0.0420417,16.1667,6
0,45,1.99713,365.747,0.001,0.0054604,16.1667,6
0,46,2.59276,105.253,0.001,0.0246333,16.1667,6
0,47,1.83825,366.087,0.001,0.00502133,16.1667,6
0,48,2.53369,104.779,0.001,0.0241811,16.1667,6
0,49,1.75371,159.451,0.001,0.0109984,12.1667,5
0,50,2.91484,106.43,0.001,0.0273871,12.1667,5
0,51,1.86307,81.0639,0.001,0.0229825,16.1667,6
0,52,3.02547,322.859,0.001,0.00937084,16.1667,6
0,53,3.06965,106.297,0.001,0.0288779,16.1667,6
0,54,1.87122,3.76017,0.001,0.497511,16.0,4
0,55,10.9305,907.72,0.001,0.0120417,16.0,4
0,56,3.82557,212.543,0.001,0.0179989,16.0,4
0,57,3.68787,112.314,0.001,0.032835,16.0,4
0,58,2.13411,165.111,0.001,0.0129252,12.0,3
0,59,3.15632,109.348,0.001,0.0288647,12.0,3
0,60,1.84493,82.8963,0.001,0.0222556,16.0,4
0,61,2.89883,57.8917,0.001,0.0500725,16.0,4
0,62,1.98513,165.461,0.001,0.0119975,16.0,4
0,63,2.90405,106.342,0.001,0.0273084,16.0,4
0,64,1.71534,79.7361,0.001,0.0215124,12.0,3
0,65,2.8263,55.7829,0.001,0.0506651,12.0,3
0,66,1.65718,2.19096,0.001,0.756023,12.0,3
0,67,6.54024,950.175,0.001,0.00688319,4.0,1
0,68,3.58148,82.6182,0.001,0.0433493,4.0,1
0,69,2.06233,54.9069,0.001,0.0375597,4.0,1
0,70,2.49436,492.367,0.001,0.00506605,4.0,1
0,71,1.97751,54.699,0.001,0.036152,4.0,1
0,72,2.17528,288.237,0.001,0.00754683,4.0,1
0,73,2.20166,55.8887,0.001,0.039393,4.0,1
0,74,2.14726,76.7992,0.001,0.0279591,4.0,1
0,75,2.89872,58.0539,0.001,0.0499307,4.0,1
0,76,1.57628,80.7835,0.001,0.0195121,8.0,2
0,77,2.38485,57.1597,0.001,0.041722,8.0,2
0,78,1.49287,253.977,0.001,0.00587796,4.0,1
0,79,1.62456,54.3273,0.001,0.0299026,4.0,1
0,80,1.2045,4.78291,0.001,0.251781,4.0,1
0,81,6.30323,543.28,0.001,0.0116022,4.0,1
0,82,1.82612,128.278,0.001,0.0142356,4.0,1
0,83,1.74135,30.285,0.001,0.057497,8.0,2
0,84,1.32289,52.294,0.001,0.0252968,8.0,2
0,85,0.948263,2.21047,0.001,0.428793,8.0,2
0,86,7.34444,536.406,0.001,0.0136919,8.0,2
0,87,3.2876,180.419,0.001,0.0182219,8.0,2
0,88,2.29443,59.6006,0.001,0.0384961,8.0,2
0,89,1.4185,76.8343,0.001,0.0184616,8.0,2
0,90,1.83737,56.5043,0.001,0.0325168,8.0,2
0,91,1.08464,77.6276,0.001,0.0139721,8.0,2
0,92,1.59988,54.5057,0.001,0.0293521,8.0,2
0,93,0.851548,78.8883,0.001,0.0107942,8.0,2
0,94,1.44275,53.2165,0.001,0.0271104,8.0,2
0,95,0.862973,2.09367,0.001,0.411986,8.0,2
0,96,6.96921,537.767,0.001,0.0129595,8.0,2
0,97,2.54378,186.838,0.001,0.0136148,8.0,2
0,98,2.14487,58.8082,0.001,0.0364717,8.0,2
0,99,1.37144,288.285,0.001,0.00475721,8.0,2
1,0,52.8582,2961.95,0.001,0.0178457,4.0,1
1,1,22.5128,1106.74,0.001,0.0203416,4.0,1
1,2,8.34235,348.883,0.001,0.0239115,4.0,1
1,3,3.97084,74.7232,0.001,0.05314,4.0,1
1,4,2.62611,83.7427,0.001,0.0313588,4.0,1
1,5,2.11687,7.53218,0.001,0.281006,4.0,1
1,6,3.17288,159.721,0.001,0.019865,4.0,1
1,7,1.89884,28.3386,0.001,0.0670031,4.0,1
1,8,1.20514,1.48056,0.001,0.813424,4.0,1
1,9,2.90856,111.554,0.001,0.0260728,4.0,1
1,10,0.890015,1.65457,0.001,0.537588,4.0,1
1,11,3.96214,119.845,0.001,0.0330601,4.0,1
1,12,0.856084,2.08657,0.001,0.410087,4.0,1
1,13,4.36129,128.093,0.001,0.0340476,4.0,1
1,14,0.834287,31.3408,0.001,0.026619,4.0,1
1,15,0.955574,1.3256,0.001,0.72032,4.0,1
1,16,4.20772,129.148,0.001,0.0325802,4.0,1
