try_idx,iter_idx,jsat,grad_sq,epsilon,alpha,err,unsat_clauses
0,0,123.494,3962.76,0.001,0.0311637,44.0,11
0,1,48.715,1332.97,0.001,0.036546,32.0,8
0,2,16.6637,544.155,0.001,0.030623,12.0,3
0,3,12.3121,211.762,0.001,0.0581412,8.0,2
0,4,10.378,3500.84,0.001,0.00296442,8.0,2
0,5,8.56254,144.76,0.001,0.0591494,8.0,2
0,6,8.19367,669.865,0.001,0.0122318,8.0,2
0,7,5.33689,324.75,0.001,0.0164338,8.0,2
0,8,5.62426,118.69,0.001,0.0473857,8.0,2
0,9,5.66135,188.634,0.001,0.0300122,8.0,2
0,10,5.28479,33.7163,0.001,0.156738,8.0,2
0,11,12.262,3785.09,0.001,0.00323955,8.0,2
0,12,4.12805,342.689,0.001,0.012046,8.0,2
0,13,4.66984,2428.84,0.001,0.00192266,8.0,2
0,14,3.75726,88.4246,0.001,0.0424906,24.0,6
0,15,3.00868,401.673,0.001,0.00749034,24.0,6
0,16,4.46266,2596.49,0.001,0.00171873,24.0,6
0,17,3.32676,137.756,0.001,0.0241495,24.0,6
0,18,4.45285,382.986,0.001,0.0116266,24.0,6
0,19,3.57519,2394.8,0.001,0.00149289,24.0,6
0,20,3.41079,147.854,0.001,0.0230684,8.0,2
0,21,3.71662,286.965,0.001,0.0129514,8.0,2
0,22,3.70658,222.392,0.001,0.0166668,24.0,6
0,23,4.20781,385.235,0.001,0.0109227,24.0,6
0,24,3.71874,2406.52,0.001,0.00154528,24.0,6
0,25,3.30826,144.057,0.001,0.0229648,8.0,2
0,26,3.66003,334.15,0.001,0.0109532,8.0,2
0,27,3.28049,2674.33,0.001,0.00122666,8.0,2
0,28,3.25902,137.89,0.001,0.0236347,24.0,6
0,29,4.13489,549.68,0.001,0.00752234,24.0,6
0,30,3.04817,374.403,0.001,0.00814141,24.0,6
0,31,3.67985,139.867,0.001,0.0263095,24.0,6
0,32,8.5317,3702.81,0.001,0.00230411,8.0,2
0,33,3.66077,2400.9,0.001,0.00152475,8.0,2
0,34,3.60895,243.565,0.001,0.0148172,24.0,6
0,35,3.66112,2403.71,0.001,0.00152311,24.0,6
0,36,3.09064,92.5189,0.001,0.0334052,8.0,2
0,37,3.39851,322.171,0.001,0.0105487,8.0,2
0,38,3.6724,2438.83,0.001,0.0015058,8.0,2
0,39,3.4625,193.762,0.001,0.0178698,8.0,2
0,40,5.13712,2507.47,0.001,0.00204873,8.0,2
0,41,3.55422,91.3972,0.001,0.0388872,24.0,6
0,42,4.93361,547.387,0.001,0.009013,24.0,6
