try_idx,iter_idx,jsat,grad_sq,epsilon,alpha,err,unsat_clauses
0,0,141.208,3670.82,0.001,0.0384676,56.0,14
0,1,65.869,1088.49,0.001,0.0605141,12.0,3
0,2,17.4653,507.69,0.001,0.0344014,12.0,3
0,3,7.1577,298.241,0.001,0.0239997,12.0,3
0,4,7.25583,191.459,0.001,0.0378973,12.0,3
0,5,8.57287,97.6191,0.001,0.0878187,12.0,3
0,6,17.5903,13637.2,0.001,0.00128987,12.0,3
0,7,6.04549,214.545,0.001,0.0281781,48.0,12
0,8,6.85906,157.992,0.001,0.0434137,48.0,12
0,9,18.7144,12194.4,0.001,0.00153467,48.0,12
0,10,4.71592,62.7381,0.001,0.0751672,12.0,3
0,11,5.21225,133.798,0.001,0.038956,0.0,0
0,12,7.50023,177.314,0.001,0.0422989,0.0,0
0,13,7.50023,177.314,0.001,0.0422989,0.0,0
0,14,7.50023,177.314,0.001,0.0422989,0.0,0
0,15,7.50023,177.314,0.001,0.0422989,0.0,0
0,16,7.50023,177.314,0.001,0.0422989,0.0,0
0,17,7.50023,177.314,0.001,0.0422989,0.0,0
0,18,7.50023,177.314,0.001,0.0422989,0.0,0
0,19,7.50023,177.314,0.001,0.0422989,0.0,0
0,20,7.50023,177.314,0.001,0.0422989,0.0,0
0,21,7.50023,177.314,0.001,0.0422989,0.0,0
0,22,7.50023,177.314,0.001,0.0422989,0.0,0
0,23,7.50023,177.314,0.001,0.0422989,0.0,0
0,24,7.50023,177.314,0.001,0.0422989,0.0,0
0,25,7.50023,177.314,0.001,0.0422989,0.0,0
0,26,7.50023,177.314,0.001,0.0422989,0.0,0
0,27,7.50023,177.314,0.001,0.0422989,0.0,0
0,28,7.50023,177.314,0.001,0.0422989,0.0,0
0,29,7.50023,177.314,0.001,0.0422989,0.0,0
0,30,7.50023,177.314,0.001,0.0422989,0.0,0
0,31,7.50023,177.314,0.001,0.0422989,0.0,0
0,32,7.50023,177.314,0.001,0.0422989,0.0,0
0,33,7.50023,177.314,0.001,0.0422989,0.0,0
0,34,7.50023,177.314,0.001,0.0422989,0.0,0
0,35,7.50023,177.314,0.001,0.0422989,0.0,0
0,36,7.50023,177.314,0.001,0.0422989,0.0,0
0,37,7.50023,177.314,0.001,0.0422989,0.0,0
0,38,7.50023,177.314,0.001,0.0422989,0.0,0
0,39,7.50023,177.314,0.001,0.0422989,0.0,0
0,40,7.50023,177.314,0.001,0.0422989,0.0,0
0,41,7.50023,177.314,0.001,0.0422989,0.0,0
0,42,7.50023,177.314,0.001,0.0422989,0.0,0
0,43,7.50023,177.314,0.001,0.0422989,0.0,0
0,44,7.50023,177.314,0.001,0.0422989,0.0,0
0,45,7.50023,177.314,0.001,0.0422989,0.0,0
0,46,7.50023,177.314,0.001,0.0422989,0.0,0
0,47,7.50023,177.314,0.001,0.0422989,0.0,0
0,48,7.50023,177.314,0.001,0.0422989,0.0,0
0,49,7.50023,177.314,0.001,0.0422989,0.0,0
1,0,7.50023,177.314,0.001,0.0422989,0.0,0
1,1,7.50023,177.314,0.001,0.0422989,0.0,0
1,2,7.50023,177.314,0.001,0.0422989,0.0,0
1,3,7.50023,177.314,0.001,0.0422989,0.0,0
1,4,7.50023,177.314,0.001,0.0422989,0.0,0
1,5,7.50023,177.314,0.001,0.0422989,0.0,0
1,6,7.50023,177.314,0.001,0.0422989,0.0,0
1,7,7.50023,177.314,0.001,0.0422989,0.0,0
1,8,7.50023,177.314,0.001,0.0422989,0.0,0
1,9,7.50023,177.314,0.001,0.0422989,0.0,0
1,10,7.50023,177.314,0.001,0.0422989,0.0,0
1,11,7.50023,177.314,0.001,0.0422989,0.0,0
1,12,7.50023,177.314,0.001,0.0422989,0.0,0
1,13,7.50023,177.314,0.001,0.0422989,0.0,0
1,14,7.50023,177.314,0.001,0.0422989,0.0,0
1,15,7.50023,177.314,0.001,0.0422989,0.0,0
1,16,7.50023,177.314,0.001,0.0422989,0.0,0
1,17,7.50023,177.314,0.001,0.0422989,0.0,0
1,18,7.50023,177.314,0.001,0.0422989,0.0,0
1,19,7.50023,177.314,0.001,0.0422989,0.0,0
1,20,7.50023,177.314,0.001,0.0422989,0.0,0
1,21,7.50023,177.314,0.001,0.0422989,0.0,0
1,22,7.50023,177.314,0.001,0.0422989,0.0,0
1,23,7.50023,177.314,0.001,0.0422989,0.0,0
1,24,7.50023,177.314,0.001,0.0422989,0.0,0
1,25,7.50023,177.314,0.001,0.0422989,0.0,0
1,26,7.50023,177.314,0.001,0.0422989,0.0,0
1,27,7.50023,177.314,0.001,0.0422989,0.0,0
1,28,7.50023,177.314,0.001,0.0422989,0.0,0
1,29,7.50023,177.314,0.001,0.0422989,0.0,0
1,30,7.50023,177.314,0.001,0.0422989,0.0,0
1,31,7.50023,177.314,0.001,0.0422989,0.0,0
1,32,7.50023,177.314,0.001,0.0422989,0.0,0
1,33,7.50023,177.314,0.001,0.0422989,0.0,0
1,34,7.50023,177.314,0.001,0.0422989,0.0,0
1,35,7.50023,177.314,0.001,0.0422989,0.0,0
1,36,7.50023,177.314,0.001,0.0422989,0.0,0
1,37,7.50023,177.314,0.001,0.0422989,0.0,0
1,38,7.50023,177.314,0.001,0.0422989,0.0,0
1,39,7.50023,177.314,0.001,0.0422989,0.0,0
1,40,7.50023,177.314,0.001,0.0422989,0.0,0
1,41,7.50023,177.314,0.001,0.0422989,0.0,0
1,42,7.50023,177.314,0.001,0.0422989,0.0,0
1,43,7.50023,177.314,0.001,0.0422989,0.0,0
1,44,7.50023,177.314,0.001,0.0422989,0.0,0
1,45,7.50023,177.314,0.001,0.0422989,0.0,0
1,46,7.50023,177.314,0.001,0.0422989,0.0,0
1,47,7.50023,177.314,0.001,0.0422989,0.0,0
1,48,7.50023,177.314,0.001,0.0422989,0.0,0
1,49,7.50023,177.314,0.001,0.0422989,0.0,0
2,0,7.50023,177.314,0.001,0.0422989,0.0,0
2,1,7.50023,177.314,0.001,0.0422989,0.0,0
2,2,7.50023,177.314,0.001,0.0422989,0.0,0
2,3,7.50023,177.314,0.001,0.0422989,0.0,0
2,4,7.50023,177.314,0.001,0.0422989,0.0,0
2,5,7.50023,177.314,0.001,0.0422989,0.0,0
2,6,7.50023,177.314,0.001,0.0422989,0.0,0
2,7,7.50023,177.314,0.001,0.0422989,0.0,0
2,8,7.50023,177.314,0.001,0.0422989,0.0,0
2,9,7.50023,177.314,0.001,0.0422989,0.0,0
2,10,7.50023,177.314,0.001,0.0422989,0.0,0
2,11,7.50023,177.314,0.001,0.0422989,0.0,0
2,12,7.50023,177.314,0.001,0.0422989,0.0,0
2,13,7.50023,177.314,0.001,0.0422989,0.0,0
2,14,7.50023,177.314,0.001,0.0422989,0.0,0
2,15,7.50023,177.314,0.001,0.0422989,0.0,0
2,16,7.50023,177.314,0.001,0.0422989,0.0,0
2,17,7.50023,177.314,0.001,0.0422989,0.0,0
2,18,7.50023,177.314,0.001,0.0422989,0.0,0
2,19,7.50023,177.314,0.001,0.0422989,0.0,0
2,20,7.50023,177.314,0.001,0.0422989,0.0,0
2,21,7.50023,177.314,0.001,0.0422989,0.0,0
2,22,7.50023,177.314,0.001,0.0422989,0.0,0
2,23,7.50023,177.314,0.001,0.0422989,0.0,0
2,24,7.50023,177.314,0.001,0.0422989,0.0,0
2,25,7.50023,177.314,0.001,0.0422989,0.0,0
2,26,7.50023,177.314,0.001,0.0422989,0.0,0
2,27,7.50023,177.314,0.001,0.0422989,0.0,0
2,28,7.50023,177.314,0.001,0.0422989,0.0,0
2,29,7.50023,177.314,0.001,0.0422989,0.0,0
2,30,7.50023,177.314,0.001,0.0422989,0.0,0
2,31,7.50023,177.314,0.001,0.0422989,0.0,0
2,32,7.50023,177.314,0.001,0.0422989,0.0,0
2,33,7.50023,177.314,0.001,0.0422989,0.0,0
2,34,7.50023,177.314,0.001,0.0422989,0.0,0
2,35,7.50023,177.314,0.001,0.0422989,0.0,0
2,36,7.50023,177.314,0.001,0.0422989,0.0,0
2,37,7.50023,177.314,0.001,0.0422989,0.0,0
2,38,7.50023,177.314,0.001,0.0422989,0.0,0
2,39,7.50023,177.314,0.001,0.0422989,0.0,0
2,40,7.50023,177.314,0.001,0.0422989,0.0,0
2,41,7.50023,177.314,0.001,0.0422989,0.0,0
2,42,7.50023,177.314,0.001,0.0422989,0.0,0
2,43,7.50023,177.314,0.001,0.0422989,0.0,0
2,44,7.50023,177.314,0.001,0.0422989,0.0,0
2,45,7.50023,177.314,0.001,0.0422989,0.0,0
2,46,7.50023,177.314,0.001,0.0422989,0.0,0
2,47,7.50023,177.314,0.001,0.0422989,0.0,0
2,48,7.50023,177.314,0.001,0.0422989,0.0,0
2,49,7.50023,177.314,0.001,0.0422989,0.0,0
3,0,7.50023,177.314,0.001,0.0422989,0.0,0
3,1,7.50023,177.314,0.001,0.0422989,0.0,0
3,2,7.50023,177.314,0.001,0.0422989,0.0,0
3,3,7.50023,177.314,0.001,0.0422989,0.0,0
3,4,7.50023,177.314,0.001,0.0422989,0.0,0
3,5,7.50023,177.314,0.001,0.0422989,0.0,0
3,6,7.50023,177.314,0.001,0.0422989,0.0,0
3,7,7.50023,177.314,0.001,0.0422989,0.0,0
3,8,7.50023,177.314,0.001,0.0422989,0.0,0
3,9,7.50023,177.314,0.001,0.0422989,0.0,0
3,10,7.50023,177.314,0.001,0.0422989,0.0,0
3,11,7.50023,177.314,0.001,0.0422989,0.0,0
3,12,7.50023,177.314,0.001,0.0422989,0.0,0
3,13,7.50023,177.314,0.001,0.0422989,0.0,0
3,14,7.50023,177.314,0.001,0.0422989,0.0,0
3,15,7.50023,177.314,0.001,0.0422989,0.0,0
3,16,7.50023,177.314,0.001,0.0422989,0.0,0
3,17,7.50023,177.314,0.001,0.0422989,0.0,0
3,18,7.50023,177.314,0.001,0.0422989,0.0,0
3,19,7.50023,177.314,0.001,0.0422989,0.0,0
3,20,7.50023,177.314,0.001,0.0422989,0.0,0
3,21,7.50023,177.314,0.001,0.0422989,0.0,0
3,22,7.50023,177.314,0.001,0.0422989,0.0,0
3,23,7.50023,177.314,0.001,0.0422989,0.0,0
3,24,7.50023,177.314,0.001,0.0422989,0.0,0
3,25,7.50023,177.314,0.001,0.0422989,0.0,0
3,26,7.50023,177.314,0.001,0.0422989,0.0,0
3,27,7.50023,177.314,0.001,0.0422989,0.0,0
3,28,7.50023,177.314,0.001,0.0422989,0.0,0
3,29,7.50023,177.314,0.001,0.0422989,0.0,0
3,30,7.50023,177.314,0.001,0.0422989,0.0,0
3,31,7.50023,177.314,0.001,0.0422989,0.0,0
3,32,7.50023,177.314,0.001,0.0422989,0.0,0
3,33,7.50023,177.314,0.001,0.0422989,0.0,0
3,34,7.50023,177.314,0.001,0.0422989,0.0,0
3,35,7.50023,177.314,0.001,0.0422989,0.0,0
3,36,7.50023,177.314,0.001,0.0422989,0.0,0
3,37,7.50023,177.314,0.001,0.0422989,0.0,0
3,38,7.50023,177.314,0.001,0.0422989,0.0,0
3,39,7.50023,177.314,0.001,0.0422989,0.0,0
3,40,7.50023,177.314,0.001,0.0422989,0.0,0
3,41,7.50023,177.314,0.001,0.0422989,0.0,0
3,42,7.50023,177.314,0.001,0.0422989,0.0,0
3,43,7.50023,177.314,0.001,0.0422989,0.0,0
3,44,7.50023,177.314,0.001,0.0422989,0.0,0
3,45,7.50023,177.314,0.001,0.0422989,0.0,0
3,46,7.50023,177.314,0.001,0.0422989,0.0,0
3,47,7.50023,177.314,0.001,0.0422989,0.0,0
3,48,7.50023,177.314,0.001,0.0422989,0.0,0
3,49,7.50023,177.314,0.001,0.0422989,0.0,0
4,0,7.50023,177.314,0.001,0.0422989,0.0,0
4,1,7.50023,177.314,0.001,0.0422989,0.0,0
4,2,7.50023,177.314,0.001,0.0422989,0.0,0
4,3,7.50023,177.314,0.001,0.0422989,0.0,0
4,4,7.50023,177.314,0.001,0.0422989,0.0,0
4,5,7.50023,177.314,0.001,0.0422989,0.0,0
4,6,7.50023,177.314,0.001,0.0422989,0.0,0
4,7,7.50023,177.314,0.001,0.0422989,0.0,0
4,8,7.50023,177.314,0.001,0.0422989,0.0,0
4,9,7.50023,177.314,0.001,0.0422989,0.0,0
4,10,7.50023,177.314,0.001,0.0422989,0.0,0
4,11,7.50023,177.314,0.001,0.0422989,0.0,0
4,12,7.50023,177.314,0.001,0.0422989,0.0,0
4,13,7.50023,177.314,0.001,0.0422989,0.0,0
4,14,7.50023,177.314,0.001,0.0422989,0.0,0
4,15,7.50023,177.314,0.001,0.0422989,0.0,0
4,16,7.50023,177.314,0.001,0.0422989,0.0,0
4,17,7.50023,177.314,0.001,0.0422989,0.0,0
4,18,7.50023,177.314,0.001,0.0422989,0.0,0
4,19,7.50023,177.314,0.001,0.0422989,0.0,0
4,20,7.50023,177.314,0.001,0.0422989,0.0,0
4,21,7.50023,177.314,0.001,0.0422989,0.0,0
4,22,7.50023,177.314,0.001,0.0422989,0.0,0
4,23,7.50023,177.314,0.001,0.0422989,0.0,0
4,24,7.50023,177.314,0.001,0.0422989,0.0,0
4,25,7.50023,177.314,0.001,0.0422989,0.0,0
4,26,7.50023,177.314,0.001,0.0422989,0.0,0
4,27,7.50023,177.314,0.001,0.0422989,0.0,0
4,28,7.50023,177.314,0.001,0.0422989,0.0,0
4,29,7.50023,177.314,0.001,0.0422989,0.0,0
