try_idx,iter_idx,jsat,grad_sq,epsilon,alpha,err,unsat_clauses
0,0,120.51,3882.99,0.001,0.0310354,60.5,21
0,1,57.1768,1033.45,0.001,0.0553261,80.5,26
0,2,22.891,818.476,0.001,0.0279678,48.5,18
0,3,16.0844,239.752,0.001,0.0670874,48.5,18
0,4,26.3312,21886.7,0.001,0.00120307,48.5,18
0,5,7.50337,2391.82,0.001,0.0031371,48.5,18
0,6,7.87153,766.755,0.001,0.010266,48.5,18
0,7,9.0517,134.333,0.001,0.067382,48.3333,16
0,8,38.8861,22784.7,0.001,0.00170667,48.3333,16
0,9,6.96185,2292.64,0.001,0.00303661,48.3333,16
0,10,7.13543,161.298,0.001,0.0442373,48.3333,16
0,11,29.7925,9864.88,0.001,0.00302006,48.3333,16
0,12,6.26428,84.3385,0.001,0.0742747,48.3333,16
0,13,38.7625,22767.1,0.001,0.00170256,48.3333,16
0,14,9.33678,2269.62,0.001,0.0041138,48.3333,16
0,15,7.09696,211.748,0.001,0.0335158,48.3333,16
0,16,39.9125,22790.4,0.001,0.00175128,48.3333,16
0,17,10.7669,8891.45,0.001,0.00121093,48.3333,16
0,18,6.75781,128.919,0.001,0.0524185,48.3333,16
0,19,32.3248,22687.8,0.001,0.00142477,48.3333,16
0,20,6.64822,2275.3,0.001,0.00292191,48.3333,16
0,21,6.92786,180.76,0.001,0.0383262,48.1667,14
0,22,31.9716,9274.74,0.001,0.00344717,48.1667,14
0,23,6.26709,84.3601,0.001,0.0742888,48.0,12
0,24,34.273,22718.7,0.001,0.00150858,48.0,12
0,25,12.7299,8938.01,0.001,0.00142425,48.0,12
0,26,6.52101,124.295,0.001,0.0524635,48.0,12
0,27,26.768,22660.9,0.001,0.00118124,48.0,12
0,28,8.06377,8990.62,0.001,0.000896908,48.0,12
0,29,6.04827,108.571,0.001,0.0557077,48.0,12
0,30,24.171,22654.2,0.001,0.00106695,48.0,12
0,31,7.48879,2308.31,0.001,0.00324428,48.0,12
0,32,6.50814,198.045,0.001,0.0328617,48.0,12
0,33,30.0085,22678.8,0.001,0.0013232,48.0,12
0,34,14.9978,9205.19,0.001,0.00162928,48.0,12
0,35,6.35181,118.429,0.001,0.0536334,48.0,12
0,36,22.1934,22660.9,0.001,0.000979369,48.0,12
0,37,7.36783,2343.86,0.001,0.00314346,48.0,12
0,38,6.39139,191.783,0.001,0.0333259,48.0,12
0,39,28.8726,22690.6,0.001,0.00127245,48.0,12
0,40,15.4448,9325.33,0.001,0.00165622,48.0,12
0,41,6.29132,116.734,0.001,0.053894,48.0,12
0,42,20.7323,22687.3,0.001,0.000913829,48.0,12
0,43,6.71574,2359.56,0.001,0.00284619,48.0,12
0,44,6.28002,186.355,0.001,0.0336991,48.0,12
0,45,28.5282,22734.9,0.001,0.00125482,48.0,12
0,46,15.4353,9387.78,0.001,0.00164419,48.0,12
0,47,6.22155,115.783,0.001,0.0537341,48.0,12
0,48,19.6459,22739.2,0.001,0.000863968,48.0,12
0,49,6.22966,2387.22,0.001,0.00260959,4.0,1
1,0,54.1085,1493.15,0.001,0.0362377,48.3333,16
1,1,18.6638,821.476,0.001,0.0227198,48.3333,16
1,2,15.4589,9318.55,0.001,0.00165894,48.3333,16
1,3,8.30235,225.031,0.001,0.0368941,48.3333,16
1,4,34.0741,23178.5,0.001,0.00147007,48.3333,16
1,5,19.1156,9420.63,0.001,0.00202912,48.3333,16
1,6,6.80955,123.661,0.001,0.0550659,48.3333,16
1,7,21.5791,22751.7,0.001,0.000948459,48.3333,16
1,8,7.11749,2385.86,0.001,0.0029832,8.33333,6
1,9,6.50068,185.11,0.001,0.0351176,48.3333,16
1,10,29.3224,24582.9,0.001,0.0011928,48.3333,16
1,11,15.8868,9468.17,0.001,0.00167791,8.33333,6
1,12,6.3559,114.828,0.001,0.055351,8.33333,6
1,13,18.454,22837.0,0.001,0.000808075,8.33333,6
1,14,5.8189,2438.25,0.001,0.0023865,8.33333,6
1,15,6.17841,172.155,0.001,0.0358883,8.33333,6
1,16,27.6696,12322.8,0.001,0.0022454,8.33333,6
1,17,5.15379,28.6372,0.001,0.179962,8.33333,6
1,18,19.1177,25585.5,0.001,0.000747209,8.33333,6
1,19,6.1995,3175.86,0.001,0.00195207,8.33333,6
1,20,5.83466,115.943,0.001,0.0503232,48.3333,16
1,21,13.682,9160.94,0.001,0.00149351,8.33333,6
1,22,5.70846,52.7385,0.001,0.108239,8.33333,6
1,23,25.957,25502.6,0.001,0.00101782,8.33333,6
1,24,10.3904,9381.91,0.001,0.00110749,8.33333,6
1,25,5.7839,102.795,0.001,0.0562657,8.33333,6
1,26,16.3014,24665.8,0.001,0.000660891,8.33333,6
1,27,5.08753,73.174,0.001,0.0695256,8.33333,6
1,28,14.4627,24748.6,0.001,0.000584383,8.33333,6
1,29,5.21407,121.875,0.001,0.0427819,4.5,7
1,30,9.46152,10954.2,0.001,0.000863733,4.5,7
1,31,7.53819,201.457,0.001,0.0374181,4.5,7
1,32,24.0764,23741.0,0.001,0.00101413,4.5,7
1,33,10.8547,9531.99,0.001,0.00113877,4.5,7
1,34,5.68303,101.511,0.001,0.055984,4.5,7
1,35,13.6949,22994.5,0.001,0.000595574,4.5,7
1,36,4.92054,69.4178,0.001,0.0708819,4.5,7
1,37,11.4537,24754.6,0.001,0.000462687,4.5,7
1,38,5.07672,185.379,0.001,0.0273855,4.5,7
1,39,8.13426,2624.28,0.001,0.00309962,4.5,7
1,40,6.44224,146.075,0.001,0.0441021,4.33333,5
1,41,21.197,12385.5,0.001,0.00171143,4.33333,5
1,42,4.80553,20.5049,0.001,0.234349,4.16667,3
1,43,16.764,13719.4,0.001,0.00122192,4.16667,3
1,44,5.69677,134.343,0.001,0.0424045,4.16667,3
1,45,8.31204,9329.48,0.001,0.000890943,4.16667,3
1,46,5.28297,48.2379,0.001,0.109517,4.16667,3
1,47,13.6554,23826.1,0.001,0.000573129,4.16667,3
1,48,4.70642,68.1888,0.001,0.0690194,4.16667,3
1,49,11.1448,13553.9,0.001,0.000822256,4.16667,3
2,0,56.4337,2521.34,0.001,0.0223824,48.3333,16
2,1,20.1125,764.864,0.001,0.0262955,48.3333,16
2,2,9.32087,191.203,0.001,0.0487484,48.3333,16
2,3,20.3477,22410.7,0.001,0.000907947,4.33333,5
2,4,6.00779,679.458,0.001,0.00884202,4.33333,5
2,5,11.6543,10483.7,0.001,0.00111167,4.33333,5
2,6,7.72096,203.129,0.001,0.0380099,48.3333,16
2,7,27.2877,23711.0,0.001,0.00115084,4.33333,5
2,8,9.89996,9301.85,0.001,0.0010643,4.33333,5
2,9,5.9428,106.362,0.001,0.0558728,4.33333,5
2,10,17.4333,22957.3,0.001,0.000759378,4.33333,5
2,11,5.25955,2494.78,0.001,0.00210822,4.33333,5
2,12,5.8305,163.098,0.001,0.0357482,4.33333,5
2,13,21.7401,12381.4,0.001,0.00175586,4.33333,5
2,14,4.86438,21.14,0.001,0.230091,4.16667,3
2,15,15.8927,13715.9,0.001,0.00115871,4.16667,3
2,16,5.72073,131.555,0.001,0.0434853,4.16667,3
2,17,9.29528,9322.46,0.001,0.000997084,4.16667,3
2,18,5.39634,50.2078,0.001,0.107478,4.16667,3
2,19,14.7059,23826.0,0.001,0.00061722,4.16667,3
2,20,4.99685,2610.16,0.001,0.00191438,4.16667,3
2,21,5.30861,145.178,0.001,0.0365659,4.16667,3
2,22,15.8325,12424.7,0.001,0.00127428,4.16667,3
2,23,4.56082,70.4206,0.001,0.0647646,4.16667,3
2,24,21.0611,10970.7,0.001,0.00191976,4.16667,3
2,25,4.76041,20.5748,0.001,0.23136,4.16667,3
2,26,16.1034,13728.7,0.001,0.00117297,4.16667,3
2,27,5.60647,139.152,0.001,0.0402898,4.16667,3
2,28,7.29076,2462.42,0.001,0.00296081,4.16667,3
2,29,5.5682,123.177,0.001,0.0452044,4.16667,3
2,30,21.3707,10966.8,0.001,0.00194867,4.16667,3
2,31,4.74133,20.9047,0.001,0.226796,4.16667,3
2,32,14.9884,13722.9,0.001,0.00109222,4.16667,3
2,33,5.32429,144.247,0.001,0.0369106,4.16667,3
2,34,11.9331,12423.1,0.001,0.000960555,4.16667,3
2,35,4.43058,61.7532,0.001,0.0717454,4.16667,3
2,36,19.1567,10989.1,0.001,0.00174325,4.16667,3
2,37,4.58711,18.3713,0.001,0.249675,4.16667,3
2,38,18.8463,13709.3,0.001,0.00137471,4.16667,3
2,39,5.8275,160.642,0.001,0.0362762,4.16667,3
2,40,11.5777,25600.7,0.001,0.000452243,4.16667,3
2,41,5.51871,3432.86,0.001,0.00160762,4.16667,3
